[2023-09-09 18:55:53.992 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 1] - Activity started
[2023-09-09 18:57:33.884 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Emit task results...
[2023-09-09 18:57:33.884 | workflowName: LongRunningWorkflow | activityName: C | iteration: 16] - Incrementing workflow iteration...
[2023-09-09 18:57:33.885 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Waiting for tokens...
[2023-09-09 18:57:34.117 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Task execution finished with a running time of: 10570ms
[2023-09-09 18:57:34.118 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Collecting task results...
[2023-09-09 18:57:34.118 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Task results collected: [A17-B17]
[2023-09-09 18:57:34.119 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Emit task results...
[2023-09-09 18:57:34.122 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 17] - Incrementing workflow iteration...
[2023-09-09 18:57:34.122 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Waiting for tokens...
[2023-09-09 18:57:34.124 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Received tokens: [InputToken{portName='IPortB', token={content='A19', iteration=19}}]
[2023-09-09 18:57:34.124 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Mapping task arguments...
[2023-09-09 18:57:34.124 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Received tokens: [InputToken{portName='IPortC', token={content='A17-B17', iteration=17}}]
[2023-09-09 18:57:34.125 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Task will be executed with the following arguments: {"arguments":["A19"],"constants":["10","B"],"currentIteration":19}
[2023-09-09 18:57:34.125 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Mapping task arguments...
[2023-09-09 18:57:34.126 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Executing task
[2023-09-09 18:57:34.126 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Setup results file before task execution
[2023-09-09 18:57:34.126 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Task will be executed with the following arguments: {"arguments":["A17-B17"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":17}
[2023-09-09 18:57:34.127 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Executing task
[2023-09-09 18:57:34.127 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Executing task
[2023-09-09 18:57:34.127 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Setup results file before task execution
[2023-09-09 18:57:34.129 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Executing task
[2023-09-09 18:57:34.464 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Task execution finished with a running time of: 334ms
[2023-09-09 18:57:34.465 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Collecting task results...
[2023-09-09 18:57:34.467 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Task results collected: [A17-B17-C17]
[2023-09-09 18:57:34.467 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Emit task results...
[2023-09-09 18:57:34.467 | workflowName: LongRunningWorkflow | activityName: C | iteration: 17] - Incrementing workflow iteration...
[2023-09-09 18:57:34.468 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Waiting for tokens...
[2023-09-09 18:57:43.778 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Task execution finished with a running time of: 10408ms
[2023-09-09 18:57:43.779 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Collecting task results...
[2023-09-09 18:57:43.780 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Task results collected: [A18-B18]
[2023-09-09 18:57:43.781 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Emit task results...
[2023-09-09 18:57:43.783 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 18] - Finished Activity execution
[2023-09-09 18:57:43.784 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Received tokens: [InputToken{portName='IPortC', token={content='A18-B18', iteration=18}}]
[2023-09-09 18:57:43.784 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Mapping task arguments...
[2023-09-09 18:57:43.785 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Task will be executed with the following arguments: {"arguments":["A18-B18"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":18}
[2023-09-09 18:57:43.786 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Executing task
[2023-09-09 18:57:43.786 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Setup results file before task execution
[2023-09-09 18:57:43.787 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Executing task
[2023-09-09 18:57:44.171 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Task execution finished with a running time of: 383ms
[2023-09-09 18:57:44.172 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Collecting task results...
[2023-09-09 18:57:44.173 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Task results collected: [A18-B18-C18]
[2023-09-09 18:57:44.174 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Emit task results...
[2023-09-09 18:57:44.174 | workflowName: LongRunningWorkflow | activityName: C | iteration: 18] - Incrementing workflow iteration...
[2023-09-09 18:57:44.174 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Waiting for tokens...
[2023-09-09 18:57:44.465 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Task execution finished with a running time of: 10337ms
[2023-09-09 18:57:44.467 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Collecting task results...
[2023-09-09 18:57:44.468 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Task results collected: [A19-B19]
[2023-09-09 18:57:44.468 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Emit task results...
[2023-09-09 18:57:44.471 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 19] - Finished Activity execution
[2023-09-09 18:57:44.471 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Received tokens: [InputToken{portName='IPortC', token={content='A19-B19', iteration=19}}]
[2023-09-09 18:57:44.472 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Mapping task arguments...
[2023-09-09 18:57:44.472 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Task will be executed with the following arguments: {"arguments":["A19-B19"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":19}
[2023-09-09 18:57:44.473 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Executing task
[2023-09-09 18:57:44.474 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Setup results file before task execution
[2023-09-09 18:57:44.476 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Executing task
[2023-09-09 18:57:44.857 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Task execution finished with a running time of: 381ms
[2023-09-09 18:57:44.858 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Collecting task results...
[2023-09-09 18:57:44.860 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Task results collected: [A19-B19-C19]
[2023-09-09 18:57:44.860 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Emit task results...
[2023-09-09 18:57:44.860 | workflowName: LongRunningWorkflow | activityName: C | iteration: 19] - Finished Activity execution
